,Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
1865559,be0d0ff4d0865b,0b84add1db08ce,39c8b27de74939,0,2,44.04,0,0,1,58,1048,0,0,0.0,1884,squad,28,28,-1,0,1134.0,0,0.0,0,0,3790.0,4,1437,0.5556
1208968,cc09a730b33b20,26b918ab45de6d,de095572985c44,2,3,395.5,0,0,4,2,0,4,1,162.3,1804,duo-fpp,47,44,1530,0,7736.0,0,0.0,0,0,3422.0,6,0,1.0
121059,e89fe897688db7,8758b0f9a41085,ad51933c3f9593,0,0,0.0,0,0,0,73,0,0,0,0.0,1979,squad,28,27,1410,0,0.0,0,0.0,0,0,686.5,0,0,0.2222
97294,cec656b1f55dbb,c6cf7ab68f42c0,5c0e13958bb4af,0,0,153.3,0,0,0,38,0,1,1,18.01,1381,solo-fpp,98,96,1504,0,0.0,0,0.0,0,0,289.6,4,0,0.5361
1289192,ea3a3e302ee942,d0fa9f3969878f,7352e266b53238,0,1,236.3,0,1,2,17,1076,2,1,10.48,1258,solo-fpp,99,99,0,0,384.1,0,0.0,0,0,759.6,5,1470,0.7041
1694943,bc223fa6055d0f,d4fe40f64264ba,9eed1d6a649877,0,4,616.4,3,2,10,2,1215,5,1,174.8,1869,squad,32,31,-1,0,8344.0,0,0.0,0,0,1650.0,7,1356,1.0
3747667,e4b96cf401cb8f,365b593b97e3a9,84277cd307dcaa,0,2,77.84,1,0,0,37,1352,1,1,4.012,1768,squad-fpp,29,27,0,0,0.0,0,0.0,0,0,304.0,3,1525,0.2143
4004387,7fa5c85b481531,4ea4da99ec8243,8cf19e24b4d28a,0,0,98.4,0,0,0,86,0,0,0,0.0,1405,squad-fpp,28,28,1440,0,0.0,0,0.0,0,0,64.27,2,0,0.1111
4210162,4c1084f6d1bca9,e59707c0a5ad8d,2e40495266529f,3,3,40.64,0,0,2,46,0,0,0,0.0,1891,squad,27,24,1457,0,1940.0,0,0.0,0,0,3043.0,9,0,0.7308
2721911,f84873e728fc21,2258c879038712,b3688b02249edb,1,1,156.7,1,0,0,63,0,0,0,0.0,1953,duo-fpp,49,46,1505,0,2079.0,0,0.0,0,0,771.7,4,0,0.4583
1263614,34e6d20b68928a,3639227882d75d,e3dca23beab7c8,0,2,1369.0,14,2,15,3,0,7,2,358.3,1820,squad,30,25,1515,1,7969.0,0,0.0,0,0,1429.0,5,0,0.7586
1003777,2d274efac57c2b,d3c776fb02c27e,252c520b562be3,1,0,68.81,0,0,0,80,0,0,0,0.0,1298,squad-fpp,28,28,1503,0,0.0,0,0.0,0,0,187.0,2,0,0.1111
705865,39bd2b2709e317,de5d09eafd2363,6e1b94059f671d,3,3,599.2,5,0,2,2,1612,5,2,101.3,1423,squad-fpp,31,29,-1,0,0.0,0,3.179,0,0,3211.0,4,1526,1.0
2352377,276eeb5aabdaff,7b869d1fa2e3d7,21b0affa9f171e,5,2,975.9,4,0,5,2,0,7,2,62.5,1948,duo,48,48,1551,0,4239.0,0,0.0,0,0,3085.0,12,0,1.0
1170955,81a503a11d3bf2,b32443ebc77448,7d9073fee0ef34,0,2,149.0,0,0,2,56,1063,0,0,0.0,1699,squad,28,27,-1,0,5692.0,0,0.0,1,1,1807.0,6,1448,0.6296
166905,e551fd9915bc02,9e04d339784c7f,dec6e7342144b7,0,2,197.3,1,0,2,40,1014,0,0,0.0,1390,duo,49,48,-1,0,177.3,0,16.92,0,0,2582.0,3,1488,0.875
2858553,ab74063b702a8d,923a0bfc14fb14,f7c2e9996a4937,0,1,0.0,0,0,3,71,1141,0,0,0.0,1881,squad-fpp,25,25,0,1,0.0,0,0.0,0,0,299.8,2,1507,0.25
2344717,69e8e9c6c8b3dd,cd2747b384b542,87f2acd699119d,0,0,85.32,0,0,0,94,0,0,0,0.0,1813,squad,29,28,1454,0,0.0,0,0.0,0,0,74.4,1,0,0.0
4206494,efb61d131a0b6b,35c99ed2135f71,8d1da522ea6f20,0,0,0.0,0,0,0,70,1000,0,0,0.0,2064,solo,94,89,-1,0,0.0,0,0.0,0,0,376.7,1,1498,0.2903
3353353,692c7f55fef85c,5b1b2faed0316c,9521cd46b2f5eb,1,0,123.8,0,0,5,64,1144,0,0,0.0,1845,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,276.8,4,1490,0.4074
504832,6ca1b4c6169ee9,43ebd402f56e17,31fa1b63003cf4,0,0,36.18,0,0,0,37,0,0,0,0.0,1385,squad-fpp,23,22,1452,0,0.0,0,0.0,0,0,699.2,2,0,1.0
3221447,f9e88bf3775a01,d2ed6883d874cb,a99aa1b337a9af,0,0,74.62,0,0,6,36,0,1,1,5.139,1406,squad-fpp,30,28,1420,1,0.0,0,0.0,0,0,252.5,5,0,0.2414
1508539,584fb4f4d52d1b,c605c3c25d1780,87fd69ba2418e9,0,0,100.0,1,0,1,40,0,1,1,9.143,1386,squad-fpp,29,28,1478,0,0.0,0,0.0,0,0,196.6,4,0,0.3214
1910220,c738911d834fc3,087c6988bedf46,4b3d36eba8acf7,0,0,0.0,0,0,0,94,1391,0,0,0.0,1764,solo-fpp,96,94,-1,0,0.0,0,0.0,0,0,0.0,0,1551,0.0105
1913583,895718df872585,795ae2fa36bab2,0ce6f6d35c9bfb,0,0,42.21,0,0,1,73,0,0,0,0.0,1801,squad-fpp,30,28,1500,0,0.0,0,0.0,0,0,175.8,2,0,0.2414
4364370,c29b31297c2b3f,7ce3efda3eb11f,b1722fbd39c397,0,0,41.34,0,0,0,84,1301,0,0,0.0,1967,solo-fpp,98,97,-1,0,0.0,0,0.0,0,0,73.8,2,1487,0.1443
2287329,2fbcd1ddaef2da,1db5130424a707,9f131686b9e1eb,0,0,0.0,0,0,0,49,0,0,0,0.0,1341,duo-fpp,49,49,1487,0,0.0,0,0.0,0,0,2779.0,5,0,0.7708
14716,3717816e40783e,b09aa4d7cd4588,b3a2a078517c2b,2,1,83.18,0,0,1,56,0,0,0,0.0,1781,duo-fpp,49,48,1623,0,0.0,0,0.0,0,0,243.7,5,0,0.625
881867,e60043a39bc9ce,28a33ec013fbb7,6de03c863ccb50,0,0,385.3,3,2,0,14,0,3,2,44.99,1399,squad,30,30,1437,0,0.0,0,0.0,0,0,94.87,1,0,0.1034
1652476,efbe0b97151c16,15cb683ea25b96,b8db05de176ee5,4,4,292.8,0,1,4,13,1680,2,1,46.55,1197,squad-fpp,27,25,-1,1,0.0,0,0.0,0,0,2468.0,5,1612,1.0
1205292,c9343d50d325a6,7e19e48e9d5d9c,fa04fefb010eb3,0,0,0.0,0,0,0,93,0,0,0,0.0,1827,duo,49,47,1470,0,0.0,0,0.0,0,0,14.65,1,0,0.0208
215277,3a714ec37a1623,4b01d72d6c49b5,e438d4a9277f91,0,2,213.2,1,1,9,17,1093,2,1,87.11,1447,squad-fpp,29,27,-1,1,0.0,0,0.0,0,0,1980.0,3,1499,0.6429
2765320,b52bc7c930e08a,609cee053cac87,19b0a7e32c4754,0,0,0.0,0,0,0,60,1146,0,0,0.0,1370,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,1338.0,6,1464,0.4483
861883,23cfb55d897ab8,011879c845f073,460b3fc0d0265e,0,5,459.0,0,1,2,8,1013,4,1,35.49,1522,solo,93,92,-1,0,0.0,0,0.0,0,0,1745.0,6,1504,0.9674
2036983,af1e481c46d795,5689cb4334ec10,4f571bf6c45e76,0,1,100.0,0,0,1,29,0,1,1,1.187,1424,solo-fpp,96,94,1503,0,0.0,0,0.0,0,0,1169.0,8,0,0.7789
2623474,0372ef4ab781af,9a43f9881e69f0,5f36354db43de3,0,3,414.4,2,2,3,13,1298,2,1,178.7,1814,squad-fpp,30,26,-1,0,984.5,0,0.0,0,0,3197.0,6,1441,0.8621
620588,768b1f43fc6585,01381fbff2a931,87bbd5938fdcf0,1,4,243.4,2,0,2,50,0,0,0,0.0,1375,squad,27,25,1495,0,0.0,0,0.0,0,0,1885.0,5,0,0.7692
830885,cb9cbefed49101,590da0c50cfa82,f4fa5b9140fd68,0,1,46.7,0,0,2,56,0,0,0,0.0,1330,duo-fpp,49,49,1500,0,310.9,0,0.0,0,0,2258.0,9,0,0.7083
1862202,871c65e92e768a,ef24c107c0b425,d4ceb63b4b41a2,0,0,36.19,0,0,1,69,1251,0,0,0.0,1197,duo-fpp,47,45,0,0,0.0,0,0.0,0,0,234.8,1,1454,0.3478
1951055,a9970c67622209,9734cd93f1e7ef,c8770bf6afb15a,0,0,0.0,0,0,0,92,0,0,0,0.0,1464,solo-fpp,95,92,1541,0,0.0,0,0.0,0,0,7.332,1,0,0.0213
4204635,dc1b3cd80fa743,20c0f117d769df,41c6823e9e3a22,1,3,654.0,5,4,0,1,0,8,2,116.3,1759,squad-fpp,28,27,1505,1,514.7,0,0.0,0,0,3469.0,4,0,0.8889
3135363,9b2c4a23c325de,bfc4683c8dbbe7,bd8f0f38ce1a9a,0,1,34.3,0,0,0,60,0,0,0,0.0,1252,duo-fpp,46,45,1508,0,0.0,0,0.0,0,0,157.8,2,0,0.3778
711859,a98e2ef8916c8c,f64367d86a14d0,4145fe04c7632b,0,0,0.0,0,0,0,85,1118,0,0,0.0,1434,solo-fpp,96,95,-1,0,0.0,0,0.0,0,0,12.92,1,1375,0.1474
1425391,73923b2eb8fbee,4e9fb7075efe38,f2f6c827bf6808,0,1,200.0,0,0,3,22,0,2,1,27.0,1456,solo,96,94,1555,0,0.0,0,0.0,0,0,567.6,3,0,0.4
2086134,36a303c3b74c3d,3e8f552abed90c,e746478b6dac54,1,5,304.6,3,0,2,17,1352,2,1,67.0,1901,squad-fpp,32,32,-1,0,2485.0,0,0.0,0,0,2809.0,8,1422,0.871
357076,5084f4502fe63e,9391c5b2f673e1,0a69842fd9863e,1,7,304.3,3,3,11,3,0,4,1,207.9,1897,duo-fpp,49,45,1651,1,0.0,0,0.0,0,0,4388.0,8,0,1.0
2018777,92cb6f9f0510cb,27329397f8c229,bbbfa7afc385bd,0,0,0.0,0,0,0,84,1546,0,0,0.0,1387,solo-fpp,100,97,-1,0,0.0,0,0.0,0,0,22.01,1,1559,0.1717
479488,6fa541871a5d1d,edbdce2c40af53,2fa8b002e05781,0,6,253.6,3,0,2,12,0,2,1,14.86,2069,squad-fpp,31,31,1500,3,0.0,0,0.0,0,0,2197.0,8,0,0.9667
1652488,23c40354c43d75,432a5d1f0801e1,a6d2df31b469da,1,3,642.0,6,2,7,3,1568,6,2,58.84,1265,squad-fpp,29,29,-1,2,0.0,0,0.0,0,0,2679.0,9,1503,0.9643
1013789,8f30d8ffc34c2c,5fd7c8a4c200db,b1ddde7b473495,1,0,0.0,0,0,0,68,0,0,0,0.0,1986,duo-fpp,46,44,1502,0,0.0,0,0.0,0,0,1053.0,3,0,0.2889
4413535,bd2bb2f49fb341,801975559f42c5,ce927f225ff1f2,0,0,60.2,0,0,0,81,0,0,0,0.0,1334,squad-fpp,26,25,1508,0,0.0,0,0.0,0,0,41.41,1,0,0.04
2895418,7351299ef9be4b,02296360d3f845,173538c74bf0ca,0,0,0.0,0,0,0,89,0,0,0,0.0,1405,solo-fpp,95,93,1524,0,0.0,0,0.0,0,0,8.572,1,0,0.0532
157594,5e3732ad7a58b3,41aabf1003b088,5280990404a540,0,1,213.8,0,1,0,21,1348,2,1,31.15,1356,solo-fpp,96,94,-1,0,0.0,0,0.0,0,0,459.3,3,1555,0.6421
439125,d9f792d7d7d579,c85d447d3c45e8,548068c1aca660,0,0,49.5,0,0,0,91,1155,0,0,0.0,1389,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,41.19,2,1422,0.0
2348360,31e28d5c36bc3d,12fecb948a54bd,9ddde71c000651,0,0,54.18,0,0,0,90,1473,0,0,0.0,1343,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,211.6,5,1478,0.0357
3210907,9b3d06b8b261e8,a2020d735d061f,97763c731833c9,0,0,252.9,1,0,0,25,0,2,1,49.02,1369,duo-fpp,50,48,1409,1,0.0,0,0.0,0,0,166.4,2,0,0.2857
3343455,48602a78da42b5,cb7333185b729e,55b8c53bcbca25,0,0,0.0,0,0,0,77,0,0,0,0.0,1444,squad-fpp,25,25,1547,0,0.0,0,0.0,0,0,16.76,1,0,0.1667
1935500,299d26f5fe7ae4,99a258c82a2d01,5f330a54744aa2,0,0,0.0,0,0,0,66,0,0,0,0.0,1877,duo-fpp,49,47,1463,0,0.0,0,0.0,0,0,628.3,4,0,0.4583
3454203,4ed99d1844e46b,2446a18f4dc1c2,c5cc5a05e26f2c,0,0,175.0,2,0,0,35,1330,1,1,11.72,1946,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,196.8,4,1464,0.1786
4425939,5d8946eae6670b,4a84cd1db4dfb3,9676e3d84f4dc7,0,3,282.8,2,1,1,9,0,3,1,80.83,1384,squad-fpp,30,29,1510,0,0.0,0,0.0,0,0,3216.0,4,0,0.931
1707504,2db6832bb3f25b,222f35c1abe3c0,185c76700d61e3,0,0,0.0,0,0,0,76,0,0,0,0.0,1850,squad,29,29,1477,0,0.0,0,0.0,0,0,1109.0,4,0,0.1786
3062850,9291fa0cbee357,bda773d79f367b,37d88bceed9364,0,0,172.0,1,0,0,65,0,0,0,0.0,1362,squad,26,24,1497,0,0.0,0,0.0,0,0,679.2,4,0,0.4
4367987,79b12955618407,0aee5e5dbfdd72,67e4fc0126c431,1,7,438.3,3,0,3,8,0,3,1,22.49,1872,duo-fpp,46,44,1567,0,2095.0,0,0.0,0,0,2399.0,6,0,0.9333
1375027,3f71d6c07a9473,8541bcd733abdf,5b7a7d67b4806e,0,0,65.17,0,0,0,50,0,0,0,0.0,1406,solo-fpp,96,95,1580,0,1911.0,0,0.0,0,0,843.3,3,0,0.6421
2006839,0be4bb4f453641,e4ccc327732452,50e4d9c6c204c6,1,5,561.3,5,2,1,3,0,5,2,31.13,1446,squad-fpp,28,25,1480,1,0.0,0,0.0,0,0,2173.0,3,0,0.8889
420953,3b5280e71883a5,60101335be5822,11f3419ac61261,1,5,501.3,5,1,12,5,0,4,1,150.6,1366,squad,27,26,1549,1,401.0,0,0.0,0,0,2451.0,3,0,0.8846
4221105,5c0ee959163601,b8ef56e8017871,38bb24875b214b,0,0,192.0,1,0,0,29,1067,1,1,42.66,1319,duo-fpp,48,45,-1,0,0.0,0,0.0,0,0,293.7,4,1510,0.5745
1771891,f93854a400ba7a,c4940b4d94dfe5,abcef7bcc435a6,1,6,377.3,3,0,5,9,0,3,1,182.1,1881,squad-fpp,28,27,1508,2,0.0,0,0.0,0,0,4195.0,5,0,0.7037
386929,1a59e1efa7c2cc,6204095df1b161,34a0cfd413f2d9,0,0,0.0,0,0,0,80,1352,0,0,0.0,1828,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,54.91,1,1473,0.1429
1757715,13e72f4bf6ad44,1fb91b9496034e,8c598c19730cee,1,3,173.9,1,0,3,25,0,1,1,111.5,1805,squad,29,28,1391,0,9192.0,0,0.0,1,1,1660.0,6,0,0.8929
4109459,977f1e317225bf,c29d5fe682d285,de98a4a4d63ead,2,6,790.0,6,2,6,1,1165,7,2,391.6,1883,duo,44,43,-1,1,4652.0,0,0.0,0,0,2795.0,10,1534,0.907
1211942,9c87295468f1f0,c99a5d6e81935d,c2212a5338abb4,0,0,0.0,0,0,0,70,0,0,0,0.0,1967,duo-fpp,48,43,1500,0,0.0,0,0.0,0,0,124.8,4,0,0.2979
2983166,330510681e22a4,5c302c77c3200d,23569821346eb0,0,0,21.29,0,0,1,51,0,0,0,0.0,1387,duo-fpp,49,47,1524,0,0.0,0,0.0,0,0,1689.0,5,0,0.6875
1078394,21a2bf03dd9fd9,c77e23f9837247,d40442a6ebb23e,0,0,100.0,1,0,0,47,0,1,1,4.565,1381,duo,49,48,1500,0,0.0,0,0.0,0,0,27.24,1,0,0.0625
1240796,c3293a032fc4cf,57a1f4581751ad,a701d1fd8e4307,0,0,10.71,0,0,0,48,0,0,0,0.0,1336,squad-fpp,25,24,1523,0,0.0,0,0.0,0,0,2615.0,4,0,0.7917
1681417,f77ac9e964e101,56c2172ad83585,e0cd4c95e3e836,1,2,393.9,2,0,3,11,0,3,2,39.6,1841,duo-fpp,49,47,1497,3,0.0,0,0.0,0,0,3417.0,5,0,0.875
1984791,bcc8d6e0dab80c,a5d2631e93faf9,536fa8a0c361fc,1,1,95.38,0,0,0,20,1127,2,1,40.04,1382,solo-fpp,99,96,-1,0,0.0,0,0.0,0,0,77.5,3,1505,0.3163
1691206,50c4e06d5918c3,4bd797dbb7902e,58652064153a29,0,0,306.6,3,3,0,12,1698,3,2,27.04,1175,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,170.1,3,1418,0.3103
2047424,ddbb1dde3ef15e,c804454f77dd1e,b37358e45ee650,0,5,418.1,2,0,1,6,1776,4,3,39.31,1299,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,2947.0,4,1599,0.8214
1907805,d13cc9ae07d1c0,d8041d65d66bcd,36407055dee924,0,0,322.1,3,0,0,12,1323,3,1,30.03,1262,squad-fpp,27,27,-1,1,0.0,0,0.0,0,0,623.0,6,1558,0.5
4205072,01f4d6eb416172,3ccf2dc93f5d24,b3fdc82dcefcbd,0,2,353.4,3,1,1,4,1309,4,1,14.69,1391,squad,34,33,-1,0,0.0,0,0.0,0,0,837.6,3,1421,0.4545
3321384,dc6752749c75fe,ccc3ab647833f5,93381530601050,0,0,0.0,0,0,0,93,0,0,0,0.0,1861,squad-fpp,29,27,1325,0,0.0,0,0.0,0,0,31.26,0,0,0.0
3091289,88f6dadd791e47,e589410e94d26d,21ab2f5075b7dd,0,4,191.3,1,0,2,22,0,1,1,26.71,1883,duo-fpp,48,45,1516,0,1701.0,0,0.0,0,0,1915.0,8,0,0.9787
1966860,e6452bc1179f78,ed5e6b078c6d17,a830228514f1a5,0,0,44.95,1,0,0,37,0,1,1,57.69,1371,duo-fpp,49,49,1505,0,0.0,0,0.0,0,0,1106.0,4,0,0.5833
2592384,afcf583c315d78,9ec4f7cd056e7b,d8ac0d11203bc9,0,0,119.3,1,0,1,33,0,1,1,12.16,1852,squad-fpp,28,25,1379,0,0.0,0,0.0,0,0,1057.0,4,0,0.2593
618990,6aad9a7e375b78,e615eed7a992ee,dffd22547c0dbc,0,0,0.0,0,0,0,42,1278,1,1,11.87,1326,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,97.11,2,1543,0.0741
673662,dbfc14a2105773,f27d10f0d3452f,9a0ab977fabfb3,0,2,152.1,1,1,1,27,0,1,1,2.784,1718,squad-fpp,27,26,1447,0,2701.0,0,0.0,0,0,3680.0,7,0,0.8077
1473499,fb8f4ce9b4ee80,6d9a94f1c7da05,0763395d45ac2a,0,0,0.0,0,0,0,78,0,0,0,0.0,1360,squad-fpp,26,26,1486,0,0.0,0,0.0,0,0,42.77,0,0,0.12
3614401,7c28d9e2325011,c605f238220af7,079085c4ae8663,0,6,93.13,0,0,1,21,0,1,1,9.282,1854,duo-fpp,47,44,1508,2,304.2,0,0.0,0,0,2001.0,9,0,0.8696
3587653,be740803d40238,e78df94949b033,f4f95fe386b7af,0,0,55.08,0,0,0,89,0,0,0,0.0,1357,duo-fpp,46,43,1537,0,0.0,0,0.0,0,0,23.31,1,0,0.0
2819918,dc410c97f74ab2,c23ee33ab01453,3a9f41798bb11b,0,0,0.0,0,0,2,56,0,0,0,0.0,1972,solo,94,90,1501,0,0.0,0,0.0,0,0,2007.0,15,0,0.6237
2362823,0fd9dadfce23c9,6a61c7ceb01c38,1ce58ba2d937c9,0,10,70.68,1,0,1,27,1150,1,1,62.56,1864,squad-fpp,29,29,-1,0,1962.0,0,0.0,0,0,3144.0,5,1495,0.8929
1388907,866bfc66c9d230,b07b4a29454cda,b5ebefd5cb5dec,0,0,70.73,0,0,0,67,0,0,0,0.0,1338,duo,46,43,1522,0,0.0,0,0.0,0,0,109.0,2,0,0.2667
119677,3958719d8ec2a1,c74d28630b834d,a9a99ddb7216f1,0,0,161.2,1,0,0,93,0,0,0,0.0,1306,squad-fpp,28,28,1497,0,0.0,0,0.0,0,0,2.574,1,0,0.037
1923007,2bfe551a42dcb4,778ce7a3022fc9,9d1902fe5cd0ff,0,0,0.0,0,0,0,97,0,0,0,0.0,1459,squad-fpp,27,27,1458,0,0.0,0,0.0,0,0,15.5,1,0,0.0
4114747,891a61ca7086d9,fbb5229201b4c3,8166951467246f,1,0,100.0,1,1,0,35,1274,1,1,6.245,1239,squad-fpp,26,26,-1,0,0.0,0,0.0,0,0,245.2,2,1552,0.32
2444474,a7aff13b2eb06e,adcd8368a89838,129251e95612cb,0,3,536.7,0,0,3,4,0,5,1,14.36,1516,solo-fpp,95,93,1574,0,0.0,0,0.0,0,0,1124.0,3,0,0.8617
1791304,17a64418f6054f,b0688f46f2971f,d2a0255f0ef392,0,0,0.0,0,0,0,85,1000,0,0,0.0,1898,squad,24,23,-1,0,0.0,0,0.0,0,0,221.8,0,1500,0.0
3118755,369501a3d39053,24934c1346db62,892e0ee56a5d07,0,0,137.6,2,0,0,45,1728,1,1,11.07,1350,squad-fpp,28,26,-1,1,0.0,0,0.0,0,0,279.9,1,1715,0.1481
1589719,e7630b9cb30ed3,f2803043c8b455,339cc125a07cd7,0,0,0.0,0,0,0,85,0,0,0,0.0,1894,duo-fpp,49,47,1463,0,0.0,0,0.0,0,0,142.4,1,0,0.0833
3620470,d71f9db62ee367,d66405a7e9d6c4,1557d6017c00b7,1,1,70.63,0,0,0,53,0,0,0,0.0,1878,squad,26,25,1457,0,953.4,0,0.0,0,0,4481.0,6,0,0.64
1883440,be3e37f934bf3c,6bdc0cab784ba8,befeaefb846d3b,0,1,0.0,0,0,4,39,1000,0,0,0.0,1436,duo,49,43,-1,0,0.0,0,0.0,0,0,3084.0,7,1500,0.9167
3577927,19d4dde7f97aec,dcf2064cca3fea,b235b5000601b8,0,0,119.3,1,1,0,25,0,1,1,131.1,1927,duo-fpp,48,48,1510,0,0.0,0,0.0,0,0,2751.0,5,0,0.7447
3578020,b36fc83ac61b51,1ff9811ba937b1,3c89dc72874b82,1,3,298.6,1,0,2,14,1093,2,1,48.7,1858,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,3210.0,5,1488,0.6296
3369763,3c9f2a1b645b6d,a5a90fcea5833f,26b563f49fdfc3,0,0,76.84,0,0,0,90,0,0,0,0.0,1822,solo-fpp,96,93,1526,0,0.0,0,0.0,0,0,9.373,1,0,0.0421
172483,9972f453b82544,3e089df54a42d4,aba88733a74cc4,0,1,359.1,2,1,1,10,1426,3,2,150.1,1353,duo-fpp,49,48,-1,0,0.0,0,0.0,0,0,3182.0,5,1563,0.9375
1930368,79e0e271b93187,67de6eb1007c0d,cf8d69f6414e90,0,0,100.0,1,1,4,41,1044,1,1,5.265,1413,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,153.7,2,1479,0.1538
290449,b2d24bd3fda960,6b4ca22fe06176,313759ada372ca,0,0,0.0,0,0,0,69,0,0,0,0.0,1395,solo-fpp,94,92,1481,0,0.0,0,0.0,0,0,205.6,2,0,0.3441
2253854,aaccb291723523,b44dff4d3ae1b5,0a4aa1aea4d554,0,0,0.0,0,0,0,87,0,0,0,0.0,1801,duo-fpp,49,45,1474,0,0.0,0,0.0,0,0,26.47,1,0,0.0625
3844757,68ba1d4dfe6b8b,cc8df3ae46b1ea,16e5165ca4d18e,0,0,65.46,0,0,0,92,1199,0,0,0.0,1325,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,107.3,2,1510,0.0
485649,4f3a11f75d8388,fcc4331b17dbdd,d3fc941ce90538,0,2,126.1,1,0,9,16,0,2,2,32.08,1780,duo-fpp,46,46,1500,1,2285.0,0,190.9,0,0,2587.0,4,0,0.7556
93930,ea2e99d86303ee,4411eb014a1f39,04812f236879f4,2,1,280.1,1,1,3,6,1817,3,1,22.61,1376,squad-fpp,33,32,-1,0,302.7,0,84.2,0,0,3373.0,5,1534,1.0
3962649,68e8e0776a7e62,fb24aac8af4ce2,e38fc82995c289,0,0,200.0,0,0,1,23,0,2,1,52.06,1887,duo-fpp,46,43,1490,0,0.0,0,0.0,0,0,387.7,2,0,0.3333
1112041,3471a64e75ccb7,59c798d5b1c2a6,e05bc09e712d0e,0,2,148.9,0,1,0,18,1000,2,1,45.0,1439,solo-fpp,97,96,0,0,0.0,0,0.0,0,0,2410.0,3,1500,0.7812
1427030,ef1fea2e14474e,9a419a7676cfab,78276aa802bd95,0,0,0.0,0,0,0,77,0,0,0,0.0,1783,solo-fpp,93,87,1506,0,0.0,0,0.0,0,0,112.7,1,0,0.1848
1832883,5ca9ca785f1e71,4898737a9b242d,2d1536caafb1cb,0,7,129.4,0,0,1,24,0,1,1,150.1,1428,solo,88,84,1482,0,0.0,0,0.0,0,0,2690.0,5,0,0.8851
4036796,75619623746fe4,4f4ef923eadae8,731522bde18e51,0,0,164.4,1,1,0,24,1217,1,1,10.34,1330,squad-fpp,30,26,-1,0,0.0,0,0.0,0,0,263.4,4,1480,0.4138
690931,03949c62127bfd,82ee925f659750,7d5287719eac01,1,2,611.9,5,1,2,8,0,3,1,44.79,1840,squad-fpp,26,26,1480,1,2637.0,0,0.0,0,0,4198.0,6,0,0.96
2318291,0a427a1ac223dc,1ed163e8d86662,69ad15cd395503,0,0,44.46,0,0,0,84,1405,0,0,0.0,1338,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,184.6,3,1486,0.0714
676163,c25f755a1aee74,850e0066aff309,9dcfc71aff0cd1,0,2,117.5,0,0,10,55,0,0,0,0.0,1377,squad-fpp,28,25,1422,0,0.0,0,0.0,0,0,1011.0,5,0,0.5556
531607,64b50af97e8464,a256285ff2544c,5e7db9616750cb,0,1,16.87,0,0,1,45,0,0,0,0.0,1870,squad-fpp,28,28,1488,0,3614.0,0,0.0,0,0,2469.0,6,0,0.9259
569173,3142a2c2dd4216,d4c6aed170dd52,03be41225eed32,0,1,78.4,1,0,0,37,0,1,1,7.905,1877,squad,28,26,1500,1,157.0,0,0.0,0,0,469.8,1,0,0.037
615004,0f2a005826784e,33bde9507d7a1d,3adf9cdd1d8d27,1,0,175.4,0,0,0,71,0,0,0,0.0,1259,solo,99,97,1503,0,0.0,0,0.0,0,0,181.6,4,0,0.3673
3492772,827b2c501eaf0e,fcc816d7d93192,6d3bcf139ec796,0,0,0.0,0,0,0,85,1520,0,0,0.0,1377,squad,26,24,-1,0,0.0,0,0.0,0,0,0.0,0,1527,0.0
2144058,277c761534b27a,b13af11eb5aff5,22fa5f273cfd14,0,1,579.2,5,0,4,18,1439,2,2,13.87,1322,squad-fpp,31,30,-1,2,0.0,0,0.0,0,0,571.2,3,1481,0.5
1134337,e16a2898f8dec0,5fdb1b1aee3739,58756f18abcef7,1,2,117.4,0,0,0,36,1000,0,0,0.0,1366,duo-fpp,48,46,-1,0,0.0,0,0.0,0,0,2715.0,2,1500,0.9149
2821334,1aa4da9779cf9e,eff62edec9ece0,06dfc2881204bf,0,1,132.0,2,0,2,19,0,2,1,33.48,1276,squad,28,28,1497,0,0.0,0,0.0,0,0,251.6,5,0,0.2222
465238,4c450b2c0707a2,468a11d6d4f2b1,eafff495eaf226,0,2,0.0,0,0,0,60,1335,0,0,0.0,1380,squad,28,28,-1,1,0.0,0,0.0,0,0,1477.0,5,1564,0.4815
3767304,e61f880b3c36bd,8d9135b9c3cd77,91031cbbc4b78c,0,0,21.4,0,0,0,56,968,0,0,0.0,1374,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,1482.0,4,1402,0.5517
